,methods,mean,sd
0,credo_QNN,0.9013541666666668,0.02638516276123347
1,credo_QNN_adaptive,0.9039583333333332,0.021161920229886805
2,cqr,0.9010416666666667,0.02425247350816753
3,cqrr,0.8994791666666667,0.024483942735348325
4,uacqrs,0.8981250000000003,0.022280468371049425
5,uacqrp,0.8986250000000002,0.02131118642090737
6,EPIC,0.9011458333333333,0.03462860343712619
