,methods,mean,sd
0,credo_QNN,2.73521479338771,0.14307224291011278
1,credo_QNN_adaptive,2.6612554694882435,0.1438014643200274
2,cqr,2.9840382464676183,0.1892428463684713
3,cqrr,3.1387704289644938,0.2486091272811554
4,uacqrs,2.7700686391431373,0.16226930480420718
5,uacqrp,2.816827890892162,0.16284832334790053
6,EPIC,2.8168895168753707,0.15775006891578097
