,methods,mean,sd
0,credo_QNN,0.9083333333333333,0.07825778944741157
1,credo_QNN_adaptive,0.9,0.08140734102286964
2,cqr,0.81875,0.11875567137092283
3,cqrr,0.7979166666666667,0.12137339674237355
4,uacqrs,0.835,0.12220841146718717
5,uacqrp,0.8375,0.12369106340664499
6,EPIC,0.8333333333333334,0.11410886614690961
