,methods,mean,sd
0,credo_QNN,0.9020408163265307,0.03728572564861795
1,credo_QNN_adaptive,0.8897959183673471,0.046906637714489025
2,cqr,0.8564625850340136,0.056078181846732376
3,cqrr,0.8469387755102039,0.055632497651865745
4,uacqrs,0.8935860058309036,0.043508048080813655
5,uacqrp,0.8790087463556849,0.03924746454093037
6,EPIC,0.8789115646258503,0.04997042981852005
