,methods,mean,sd
0,credo_QNN,3.004726920235005,0.07374795011451038
1,credo_QNN_adaptive,2.875235510880396,0.0864806449515343
2,cqr,2.958463043555768,0.08857178425935558
3,cqrr,2.990869703320227,0.09427813503837204
4,uacqrs,2.9226785679128118,0.07926196871940396
5,uacqrp,3.0057933191499004,0.08631524265437654
6,EPIC,2.8921018314408253,0.08647743749687492
