,methods,mean,sd
0,credo_QNN,0.8977777777777779,0.09494810804876407
1,credo_QNN_adaptive,0.8936507936507938,0.09032770923502256
2,cqr,0.8722222222222223,0.11243773671378543
3,cqrr,0.8785714285714288,0.12535819349076396
4,uacqrs,0.9071428571428573,0.11173081544159201
5,uacqrp,0.8939682539682541,0.10744389988738011
6,EPIC,0.9122222222222224,0.08220972108696672
