,methods,mean,sd
0,credo_QNN,11.373632272126285,0.9546337134875513
1,credo_QNN_adaptive,11.251884652405026,0.8101192856845922
2,cqr,10.510339652997194,0.6994416122672469
3,cqrr,13.67792168065802,1.8896274896519858
4,uacqrs,12.684322803166662,1.2464662200345857
5,uacqrp,14.742133649287878,1.980552454728176
6,EPIC,9.947298783048995,0.6512027915581379
