,methods,mean,sd
0,credo_QNN,1.0244053454143442,0.014988502921214154
1,credo_QNN_adaptive,1.0273790163841758,0.016165154295584724
2,cqr,0.9906987787502999,0.01685098011695304
3,cqrr,0.9905343696066718,0.0171404760376655
4,uacqrs,0.99426887082151,0.014105183596076883
5,uacqrp,0.999504955972471,0.012607927200999652
6,EPIC,1.0029672537866656,0.018821654014341518
