,methods,mean,sd
0,credo_QNN,15.223698767911625,0.1490573799850222
1,credo_QNN_adaptive,14.743633029693628,0.15584036971173335
2,cqr,15.1711286489826,0.1304671490266035
3,cqrr,15.168658363739958,0.13096755755636116
4,uacqrs,15.325465109233118,0.12280922440277049
5,uacqrp,15.768831282508177,0.13931653450691836
6,EPIC,15.119753469265147,0.1274336753793376
