,methods,mean,sd
0,credo_QNN,0.89958087324149,0.0038574076099917257
1,credo_QNN_adaptive,0.9005685545593705,0.004108486921923062
2,cqr,0.8993366863474016,0.0038032356639514436
3,cqrr,0.8993111742838398,0.0038465631656052278
4,uacqrs,0.8990633428092428,0.0038696138950278284
5,uacqrp,0.8997776805889643,0.004666038404759521
6,EPIC,0.896395509876813,0.010272569079079252
