,methods,mean,sd
0,credo_QNN,0.888888888888889,0.044391281662188455
1,credo_QNN_adaptive,0.9055555555555554,0.02970729116139922
2,cqr,0.8524305555555557,0.037215891088205104
3,cqrr,0.8430555555555554,0.03887306396685417
4,uacqrs,0.8576388888888888,0.039955275123782025
5,uacqrp,0.878125,0.03965605087107961
6,EPIC,0.8618055555555556,0.03371873699853688
