,methods,mean,sd
0,credo_QNN,1.0022390963452619,0.05906088332094481
1,credo_QNN_adaptive,1.0482693555684695,0.04916739378155885
2,cqr,0.8807006923107902,0.04635765551560655
3,cqrr,0.8668620255309386,0.05149107079886283
4,uacqrs,0.8908061776673826,0.04389433572090871
5,uacqrp,0.9524597228776155,0.04707946626190779
6,EPIC,0.8898594044271285,0.04579693719041816
