,methods,mean,sd
0,credo_QNN,0.8975269940787182,0.009119558508572514
1,credo_QNN_adaptive,0.8978230581678858,0.00931355272610621
2,cqr,0.8946011842563567,0.00849675263202534
3,cqrr,0.8946534308603276,0.008649966101707523
4,uacqrs,0.8954022988505749,0.010009855788397084
5,uacqrp,0.897544409613375,0.00939973341101023
6,EPIC,0.8947753396029259,0.014369109915114527
