,methods,mean,sd
0,credo_QNN,0.918181818181818,0.0730010520815671
1,credo_QNN_adaptive,0.9212121212121211,0.09163762418067836
2,cqr,0.8666666666666665,0.11382951192350771
3,cqrr,0.8484848484848484,0.12251132361301599
4,uacqrs,0.8746081504702192,0.12487016421990932
5,uacqrp,0.8589341692789967,0.11023803507923073
6,EPIC,0.8696969696969695,0.12332279370317539
