,methods,mean,sd
0,credo_QNN,27.59368143345038,2.0399889960895763
1,credo_QNN_adaptive,26.493163043142605,1.9902612239400084
2,cqr,28.56194490504749,2.528727505149024
3,cqrr,35.484503615987435,4.2377214395249565
4,uacqrs,36.52380613238451,3.8763953602952093
5,uacqrp,40.94433459417673,5.6364684984535405
6,EPIC,27.505734207056637,2.241316784423944
