,methods,mean,sd
0,credo_QNN,0.8819999999999998,0.030103270529158867
1,credo_QNN_adaptive,0.8903333333333332,0.0342891692293176
2,cqr,0.9110000000000001,0.02963571936142204
3,cqrr,0.9043333333333333,0.0323433448181073
4,uacqrs,0.8969999999999999,0.029378622300507265
5,uacqrp,0.8996666666666666,0.027852237368598997
6,EPIC,0.9120000000000001,0.03166636418488322
