,methods,mean,sd
0,credo_QNN,0.9545911373251653,0.06102363647081938
1,credo_QNN_adaptive,0.9568998829538448,0.05829800987152654
2,cqr,1.0007241808873257,0.06208781321233612
3,cqrr,1.0010773811743068,0.08269225515010685
4,uacqrs,1.007643360439881,0.03464522847007276
5,uacqrp,1.0198608418676784,0.03057550926210889
6,EPIC,0.9950213437408398,0.07519531592731217
