,methods,mean,sd
0,credo_QNN,0.8964000000000002,0.00843780491147657
1,credo_QNN_adaptive,0.8989,0.008564562110109964
2,cqr,0.9016499999999998,0.008733753389915591
3,cqrr,0.89875,0.008963287189495787
4,uacqrs,0.9003166666666667,0.009493630653680692
5,uacqrp,0.9004333333333334,0.010590116841312181
6,EPIC,0.90445,0.010223662546371009
