,methods,mean,sd
0,credo_QNN,0.9201228878648233,0.01800444246637375
1,credo_QNN_adaptive,0.9170506912442397,0.020286607421461694
2,cqr,0.8923195084485406,0.02291346399588941
3,cqrr,0.8976958525345619,0.018047774520542962
4,uacqrs,0.8904761904761903,0.021840070312259745
5,uacqrp,0.9013824884792624,0.018337587827336837
6,EPIC,0.9009216589861747,0.021504430449940097
