,methods,mean,sd
0,credo_QNN,0.9016192458940551,0.004706741651181359
1,credo_QNN_adaptive,0.9031768062302414,0.005266063667396934
2,cqr,0.9036240265247898,0.0055896201037341844
3,cqrr,0.903600894440589,0.005327114735566383
4,uacqrs,0.9033155987354461,0.0055438787573216025
5,uacqrp,0.9043796746086824,0.0058842303289072615
6,EPIC,0.900154213894672,0.009456094462175862
