,methods,mean,sd
0,credo_QNN,0.8787878787878785,0.0668184839237123
1,credo_QNN_adaptive,0.871212121212121,0.05858030336746071
2,cqr,0.7848484848484849,0.09765951090546908
3,cqrr,0.743939393939394,0.11100934195008089
4,uacqrs,0.8522727272727272,0.07124224967460843
5,uacqrp,0.8541666666666669,0.06283968655818825
6,EPIC,0.8030303030303029,0.08798861727638374
