,methods,mean,sd
0,credo_QNN,992.3584488314029,39.10962420204282
1,credo_QNN_adaptive,975.2322833030296,29.999772939539017
2,cqr,1007.8428855852903,45.07079889494885
3,cqrr,1133.0919166296555,82.9742829158451
4,uacqrs,956.1970187352537,37.79939782184439
5,uacqrp,967.4603601039053,45.78238528925327
6,EPIC,1005.7430894340791,47.6703922936882
