,methods,mean,sd
0,credo_QNN,0.9017705927636643,0.017876041136593936
1,credo_QNN_adaptive,0.901924557351809,0.017491222166044526
2,cqr,0.9026173979984603,0.01972822622198284
3,cqrr,0.897459584295612,0.020839125588294146
4,uacqrs,0.8979022324865279,0.013755683563772606
5,uacqrp,0.897228637413395,0.015059744820412568
6,EPIC,0.9073133179368743,0.02733766740193551
