,methods,mean,sd
0,credo_QNN,0.9021097046413503,0.024185414186167292
1,credo_QNN_adaptive,0.8999999999999998,0.024619386339527708
2,cqr,0.8940928270042192,0.02453695930865713
3,cqrr,0.8898734177215192,0.026259182555070402
4,uacqrs,0.8972573839662447,0.022770457998193758
5,uacqrp,0.9208860759493676,0.04050053155804373
6,EPIC,0.8905063291139238,0.027166675872503154
