,methods,mean,sd
0,credo_QNN,0.899176433322775,0.006791707251644706
1,credo_QNN_adaptive,0.8996726850385387,0.007720442096888853
2,cqr,0.8994615140956603,0.005201248217915992
3,cqrr,0.8945412311265968,0.005883744086883128
4,uacqrs,0.9010241790729598,0.006045464179953385
5,uacqrp,0.9226269665294053,0.030304779650171195
6,EPIC,0.899556541019956,0.00997426355515747
