,methods,mean,sd
0,credo_QNN,0.9019280507876793,0.0067830742453580195
1,credo_QNN_adaptive,0.9023356062387334,0.005830655970208727
2,cqr,0.9014107688690333,0.007243491929325139
3,cqrr,0.9011286150952267,0.007276735030649065
4,uacqrs,0.9014499568931736,0.007473186638019475
5,uacqrp,0.9015831961752487,0.0058649512379629915
6,EPIC,0.9020926404890666,0.007999267829721721
