,methods,mean,sd
0,credo_QNN,0.9181386009980216,0.022496383816012325
1,credo_QNN_adaptive,0.9090611805001921,0.024524033924580736
2,cqr,0.8735273274869342,0.02827886138167008
3,cqrr,0.889494936073464,0.025122104090861616
4,uacqrs,0.8711813860099802,0.023887685577800858
5,uacqrp,0.8799495083709808,0.024987446436631533
6,EPIC,0.8779106504857238,0.024063089504098058
