,methods,mean,sd
0,credo_QNN,96692.54931246108,2063.3954267894765
1,credo_QNN_adaptive,86672.22580702152,1770.5546464445558
2,cqr,126727.69024182856,3357.5559202825752
3,cqrr,126726.71682922188,3357.5334523621955
4,uacqrs,126733.04380730889,3358.184097176978
5,uacqrp,135309.89174357548,3201.1806265521673
6,EPIC,122406.81520017918,3028.3509989523272
