,methods,mean,sd
0,credo_QNN,1.248413149526067,0.09244260693736331
1,credo_QNN_adaptive,1.2494978639536596,0.09016288521826345
2,cqr,1.1599758472383512,0.05526988185027654
3,cqrr,1.1599867414062879,0.05527764450879375
4,uacqrs,1.1599410904976422,0.05525941282005489
5,uacqrp,1.1613249362450202,0.04926797777016652
6,EPIC,1.2133383743602313,0.05925137077330772
