,methods,mean,sd
0,credo_QNN,0.8628446026221729,0.023950533610138644
1,credo_QNN_adaptive,0.844283204190681,0.026120471068519575
2,cqr,0.849074321543118,0.026731442305157404
3,cqrr,0.8494390241992472,0.026775232998216107
4,uacqrs,0.8491361644621039,0.026659557789431656
5,uacqrp,0.8527851827390293,0.02539452558694974
6,EPIC,0.8413763089338406,0.02851802287827142
